ngkâlmpw kanum,0
marma,0
kwegu,0
murupi,0
barí,0
shor,0
iranian sign language,0
banggarla,0
teke-tege,0
masaaba,0
ngarinyin,0
spokane,0
nyâlayu,0
gbiri-niragu,0
indo-portuguese,0
ukpet-ehom,0
tswa,0
larteh,0
sumariup,0
tondano,0
yakoma,0
mamara senoufo,0
basketo,0
manichaean middle persian,0
nawuri,0
dass,0
laarim,0
lolopo,0
mvuba,0
archi,0
tingui-boto,0
ifo,0
vute,0
capanahua,0
bitare,0
qabiao,0
jurúna,0
koneraw,0
chitimacha,0
omi,0
tay khang,0
valpei,0
guatemalan sign language,0
ndobo,0
nomane,0
western neo-aramaic,0
bilaspuri,0
maxi gbe,0
narragansett,0
izere,0
mwaghavul,0
southern dong,0
karko,0
cibak,0
adhola,0
lambichhong,0
adele,0
luba-lulua,0
tobilung,0
highland popoluca,0
cayuse,0
dhargari,0
mukulu,0
lemerig,0
koenoem,0
ngwo,0
dyarim,0
green gelao,0
daai chin,0
nonuya,0
buwal,0
ajyíninka apurucayali,0
pudtol atta,0
nyam,0
ngasa,0
duala,0
yombe,0
abon,0
ukit,0
bafanji,0
san marcos tlacoyalco popoloca,0
aimaq,0
saya,0
edopi,0
taruma,0
thuri,0
krahô,0
koronadal blaan,0
womo,0
mawa (chad),0
kwer,0
thiin,0
minica huitoto,0
lelepa,0
huli,0
maria (papua new guinea),0
ciwogai,0
chodri,0
lombo,0
bakaka,0
mari (madang province),0
orowe,0
batad ifugao,0
magahi,0
bateri,0
iu mien,0
nkukoli,0
coast miwok,0
uisai,0
el hugeirat,0
pima bajo,0
dharawal,0
old chinese,0
yau (morobe province),0
kereho,0
akyaung ari naga,0
ramoaaina,0
yahuna,0
kalabari,0
nyong,0
rawo,0
kadai,0
nafri,0
phoenician,0
kara (central african republic),0
kuuk thaayorre,0
laeko-libuat,0
aguacateco,0
manna-dora,0
iraqw,0
siona,0
chung,0
majhwar,0
nyamwezi,0
guerrero nahuatl,0
yoba,0
north marquesan,0
riang lang,0
indri,0
anamgura,0
baan,0
thangmi,0
dubli,0
laba,0
piapoco,0
iyo'wujwa chorote,0
sakachep,0
lala,0
old avar,0
kati,0
siculo arabic,0
ndogo,0
nicaragua creole english,0
morigi,0
miwa,0
sora,0
riung,0
mursi,0
ǁani,0
ngas,0
kháng,0
wa'ema,0
amri karbi,0
bangala,0
cakchiquel-quiché mixed language,0
jingulu,0
southern tujia,0
bima,0
narom,0
no linguistic content,0
mongondow,0
nehan,0
chang naga,0
mofu-gudur,0
remontado dumagat,0
saruga,0
lari,0
abé,0
sri lankan creole malay,0
kwasio,0
yemsa,0
kiunum,0
kendem,0
wambon,0
yong,0
isthmus-pajapan nahuatl,0
east berawan,0
ainu (japan),0
oko-eni-osayen,0
toromono,0
lower tanana,0
tai thanh,0
chambeali,0
tampias lobu,0
tedim chin,0
northern tarahumara,0
pye krumen,0
fuliiru,0
icelandic sign language,0
rigwe,0
lealao chinantec,0
yafi,0
mardin sign language,0
korandje,0
kaikadi,0
bamu,0
dezfuli,0
garingbal,0
bwatoo,0
tadaksahak,0
lamma,0
kathoriya tharu,0
barakai,0
pinigura,0
kuku-uwanh,0
dano,0
southern amami-oshima,0
kunbarlang,0
hiberno-scottish gaelic,0
halkomelem,0
urubú-kaapor,0
urningangg,0
hehe,0
bo-rukul,0
koreguaje,0
kwamera,0
eman,0
uneme,0
pulabu,0
wara,0
tabasco zoque,0
kanggape,0
lishanid noshan,0
pirriya,0
dzùùngoo,0
laragia,0
ngom,0
kosadle,0
dera (indonesia),0
central okinawan,0
kpelle,0
war-jaintia,0
kisi,0
roria,0
southwestern tlaxiaco mixtec,0
valley maidu,0
kapori,0
taita,0
karao,0
kelo,0
coatzospan mixtec,0
kaningi,0
maung,0
sekar,0
ehueun,0
mpotovoro,0
tedaga,0
yecuatla totonac,0
trimuris,0
ganang,0
pahari,0
northern subanen,0
ringgou,0
ravula,0
yamdena,0
lumba-yakkha,0
parsi-dari,0
central asmat,0
aputai,0
onobasulu,0
lower grand valley dani,0
southern ma'di,0
russian sign language,0
istriot,0
koropó,0
yetfa,0
lenkau,0
birgit,0
tela-masbuar,0
nyiha (tanzania),0
azha,0
masadiit itneg,0
kensiu,0
mbere,0
konyak naga,0
salumá,0
bruny island tasmanian,0
limbu,0
soga,0
ndwewe,0
sunam,0
popti',0
skepi creole dutch,0
ikpeshi,0
tunen,0
nyokon,0
swiss-german sign language,0
kabwari,0
abanyom,0
liangmai naga,0
ahanta,0
buglere,0
atauran,0
dení,0
kumzari,0
samtao,0
nakwi,0
parawen,0
migum,0
taliabu,0
irarutu,0
ayerrerenge,0
eastern bru,0
mulaha,0
oirata,0
lavi,0
potiguára,0
dugwor,0
bemba (zambia),0
alumu-tesu,0
cicipu,0
beja,0
goreng,0
kamang,0
kanauji,0
oloma,0
leyigha,0
maru,0
mehináku,0
twana,0
mampruli,0
golpa,0
sicel,0
turkish sign language,0
ginuman,0
tagakaulo,0
akpes,0
ubir,0
guruntum-mbaaru,0
awiyaana,0
itene,0
badui,0
botolan sambal,0
pambia,0
kunja,0
kickapoo,0
dumun,0
zire,0
ekai chin,0
zerenkel,0
larike-wakasihu,0
dewoin,0
lutos,0
daakaka,0
plains indian sign language,0
walla walla,0
hiligaynon,0
taungyo,0
herdé,0
dugun,0
kxoe,0
limos kalinga,0
basa-gurmana,0
iberian,0
mongol,0
sonsorol,0
achumawi,0
west lembata,0
senara sénoufo,0
panamint,0
gepo,0
lumbu,0
geme,0
adiwasi garasia,0
singpho,0
kamba (kenya),0
faita,0
el nayar cora,0
mabaka valley kalinga,0
yurats,0
ashe,0
kemedzung,0
rapting,0
malo,0
sechelt,0
northern nisu,0
gafat,0
vao,0
tektiteko,0
zari,0
algonquin,0
harijan kinnauri,0
pattani,0
marba,0
nokuku,0
south picene,0
kariyarra,0
matipuhy,0
idere,0
batu,0
bunoge dogon,0
akkadian,0
negerhollands,0
laura,0
buruwai,0
rapanui,0
oki-no-erabu,0
megleno romanian,0
odut,0
murik (malaysia),0
agariya,0
laka (chad),0
bolondo,0
kugu-muminh,0
kagan kalagan,0
sauraseni prākrit,0
kagulu,0
south central banda,0
yana,0
pela,0
guramalum,0
pakanha,0
sawi,0
baka (cameroon),0
bade,0
kajali,0
gweno,0
eten,0
lalana chinantec,0
michigamea,0
gimi (eastern highlands),0
ngbee,0
chorasmian,0
mungkip,0
bambam,0
ngambay,0
angal enen,0
ngandyera,0
mahali,0
kowiai,0
gamo,0
kunggari,0
san juan teita mixtec,0
turumsa,0
blissymbols,0
barikewa,0
babine,0
islander creole english,0
western tawbuid,0
erromintxela,0
semnam,0
miship,0
ali,0
moyadan itneg,0
garrwa,0
karo (ethiopia),0
itonama,0
kaibobo,0
brunei bisaya,0
selaru,0
kadu,0
hopi,0
jamamadí,0
imotong,0
ulau-suain,0
kowaki,0
chala,0
tanimbili,0
amahuaca,0
ndau,0
white gelao,0
tsuvan,0
tijaltepec mixtec,0
itundujia mixtec,0
gedaged,0
bau,0
cherepon,0
lola,0
darkinyung,0
louisiana creole,0
ket,0
noakhali,0
mashco piro,0
tlingit,0
ushojo,0
ometepec nahuatl,0
ratagnon,0
ghomálá',0
tagalaka,0
filomena mata-coahuitlán totonac,0
virgin islands creole english,0
braj,0
chesu,0
hawai'i sign language (hsl),0
maaka,0
kalasha,0
west makian,0
hanga hundi,0
beti (côte d'ivoire),0
rembarrnga,0
northern tlaxiaco mixtec,0
wasa,0
foma,0
tacana,0
lotud,0
karagas,0
gyele,0
sembakung murut,0
arabela,0
koshin,0
kwerisa,0
kela (democratic republic of congo),0
comox,0
yarawata,0
nisi (china),0
elamite,0
mende (papua new guinea),0
tu,0
ignaciano,0
shughni,0
turi,0
karey,0
wyandot,0
phake,0
tunzu,0
southern pomo,0
tunica,0
jumjum,0
she,0
ucayali-yurúa ashéninka,0
teanu,0
wambaya,0
merei,0
lesing-gelimi,0
tamanaku,0
i-wak,0
massalat,0
moo,0
júma,0
lamenu,0
torricelli,0
epena,0
ixil,0
rawang,0
rayón zoque,0
byep,0
kwa,0
paelignian,0
baissa fali,0
gumalu,0
denya,0
jemez,0
alawa,0
riang (india),0
elkei,0
nefamese,0
toraja-sa'dan,0
anyin morofo,0
sulod,0
isabi,0
kullu pahari,0
western totonac,0
demta,0
alune,0
ngando (democratic republic of congo),0
mbelime,0
kinalakna,0
eravallan,0
doutai,0
tanapag,0
nukuini,0
masimasi,0
ngaju,0
monsang naga,0
karipuna,0
geez,0
ombo,0
seselwa creole french,0
baki,0
qau,0
miju-mishmi,0
indus kohistani,0
koy sanjaq surat,0
konso,0
idon,0
nkoroo,0
ngen,0
moklen,0
kwamtim one,0
pohnpeian,0
middle welsh,0
sheni,0
kabalai,0
punu,0
mangayat,0
mlahsö,0
boghom,0
koroni,0
dhurga,0
ruching palaung,0
mudhili gadaba,0
adi,0
tocantins asurini,0
hakö,0
lenca,0
dhuwaya,0
western minyag,0
papuan malay,0
nottoway-meherrin,0
kasiguranin,0
kubachi,0
mono (democratic republic of congo),0
pintupi-luritja,0
dharumbal,0
biwat,0
north tanna,0
playero,0
mal,0
tita,0
sere,0
zulgo-gemzek,0
mararit,0
kenati,0
mandahuaca,0
mor (mor islands),0
wunai bunu,0
chichimeca-jonaz,0
soyaltepec mixtec,0
uripiv-wala-rano-atchin,0
baham,0
tobo,0
li'o,0
yoy,0
bina (papua new guinea),0
lamboya,0
ararandewára,0
anong,0
dorze,0
xishanba lalo,0
kato,0
bondum dom dogon,0
skalvian,0
mese,0
dolgan,0
neko,0
nyali,0
kuturmi,0
kho'ini,0
wangkumara,0
northern toussian,0
galeya,0
tezoatlán mixtec,0
tenino,0
mlomp,0
jola-fonyi,0
sentani,0
mycenaean greek,0
baima,0
koasati,0
lisabata-nuniali,0
thakali,0
arhö,0
tamki,0
jibu,0
serrano,0
namo,0
lomavren,0
osatu,0
awabakal,0
kango (bas-uélé district),0
talossan,0
sicanian,0
southwest palawano,0
sinasina,0
dom,0
turung,0
heiban,0
inga,0
tonsea,0
sira,0
jenaama bozo,0
nengone,0
mambwe-lungu,0
upper chehalis,0
toaripi,0
taushiro,0
ke'o,0
numèè,0
roma,0
izon,0
pear,0
baga sobané,0
tulai,0
andarum,0
maek,0
tonkawa,0
zizilivakan,0
rana tharu,0
borôro,0
himarimã,0
san miguel piedras mixtec,0
dameli,0
kasanga,0
mansaka,0
citak,0
oruma,0
barambu,0
sialum,0
skagit,0
wudu,0
sanggau,0
penchal,0
bekwarra,0
dawera-daweloor,0
tiale,0
ngantangarra,0
bokha,0
waffa,0
ribun,0
manambu,0
eteocretan,0
kaxuiâna,0
bassari,0
suruí,0
joba,0
haya,0
moi (indonesia),0
dura,0
mundari,0
wala,0
kalaktang monpa,0
jimi (cameroon),0
gobasi,0
celtiberian,0
piaroa,0
kirike,0
yeniche,0
muruwari,0
wewaw,0
western subanon,0
kamwe,0
yabarana,0
kaulong,0
avokaya,0
kokota,0
pacahuara,0
yabaâna,0
segeju,0
oroch,0
kenyan sign language,0
piame,0
anindilyakwa,0
bukiyip,0
panasuan,0
rangi,0
daro-matu melanau,0
southern binukidnon,0
lou,0
anii,0
guayabero,0
anuak,0
bangi,0
doyayo,0
hattic,0
batak alas-kluet,0
kpasam,0
isanzu,0
sangisari,0
kara (korea),0
saniyo-hiyewe,0
keerray-woorroong,0
kohin,0
kuo,0
jahanka,0
western lalu,0
aka-jeru,0
mankiyali,0
serer,0
dulbu,0
raji,0
guana (brazil),0
tokharian b,0
likila,0
dompo,0
tidaá mixtec,0
nawaru,0
duruwa,0
uab meto,0
polish sign language,0
dakka,0
davawenyo,0
kabola,0
manyika,0
namla,0
tocho,0
sawai,0
pentlatch,0
nyungwe,0
coatepec nahuatl,0
panobo,0
banda-mbrès,0
mattole,0
dangaura tharu,0
wymysorys,0
pinjarup,0
ledo kaili,0
téén,0
yukpa,0
western juxtlahuaca mixtec,0
o'chi'chi',0
bana,0
eastern cham,0
lauan,0
cao lan,0
ulch,0
southeast ijo,0
mixtepec mixtec,0
north muyu,0
pnar,0
nadruvian,0
nyankole,0
hlai,0
waritai,0
majukayang kalinga,0
kacipo-bale suri,0
tula,0
birked,0
cuyonon,0
bajan,0
jur modo,0
west goodenough,0
central masela,0
timbe,0
tenharim,0
aurá,0
kui (indonesia),0
hunjara-kaina ke,0
woi,0
berik,0
southern nuni,0
lang'e,0
chamacoco,0
yamap,0
malgana,0
kutu,0
janji,0
itu mbon uzo,0
pémono,0
kanyok,0
central yupik,0
woccon,0
ere,0
catalan sign language,0
estonian sign language,0
danaru,0
chickasaw,0
daasanach,0
kol (bangladesh),0
iko,0
sekapan,0
saleman,0
lhokpu,0
bung,0
neme,0
mur pano,0
kang,0
yansi,0
a'ou,0
reshe,0
nyankpa,0
pitjantjatjara,0
agoi,0
sawknah,0
kofa,0
wailapa,0
panará,0
malinaltepec me'phaa,0
ibanag,0
emerillon,0
tsakhur,0
dendi (central african republic),0
kalanguya,0
adithinngithigh,0
naki,0
anasi,0
bada (nigeria),0
erre,0
sileibi,0
hiw,0
dongotono,0
waling,0
arakwal,0
kerak,0
bilin,0
amba (solomon islands),0
larantuka malay,0
susquehannock,0
blablanga,0
gula (central african republic),0
letemboi,0
molima,0
emberá-tadó,0
loniu,0
igwe,0
mansi,0
tomini,0
ekari,0
romanova,0
eitiep,0
kyan-karyaw naga,0
bonerif,0
asháninka,0
banda-bambari,0
kono (sierra leone),0
bactrian,0
cerma,0
morokodo,0
old marathi,0
zemba,0
huichol,0
lavukaleve,0
southwest tanna,0
eastern penan,0
southern katang,0
urartian,0
parakanã,0
weme gbe,0
thai sign language,0
toro tegu dogon,0
mato grosso arára,0
kariya,0
o'du,0
munggui,0
kayaw,0
pangu,0
mlap,0
halang doan,0
degenan,0
hanga,0
anus,0
molengue,0
tangkhul naga (myanmar),0
oko-juwoi,0
sausi,0
esuma,0
midob,0
kuan,0
cisalpine gaulish,0
bosngun,0
mbessa,0
nabi,0
dobel,0
bellari,0
inebu one,0
muslim tat,0
carolina algonquian,0
auyokawa,0
makaa,0
damakawa,0
batuley,0
owenia,0
uzekwe,0
muinane,0
tii,0
hungarian sign language,0
toura (côte d'ivoire),0
miyakubo sign language,0
tapieté,0
giryama,0
khün,0
tsishingini,0
rathwi bareli,0
magɨyi,0
karawa,0
naaba,0
tausug,0
yao,0
mak (nigeria),0
dutch sign language,0
guarequena,0
ninia yali,0
makhuwa-saka,0
tombulu,0
judeo-persian,0
waima,0
yabem,0
tado,0
oorlams,0
aghu,0
pana (central african republic),0
buru (indonesia),0
kanembu,0
efutop,0
zimba,0
ikpeng,0
brokkat,0
boko (democratic republic of congo),0
gorakor,0
chakma,0
yine,0
langue des signes de belgique francophone,0
kembayan,0
ancient macedonian,0
sepik iwam,0
moloko,0
ghera,0
gayo,0
likuba,0
sonha,0
twents,0
podena,0
veddah,0
bafia,0
chitkuli kinnauri,0
mbulungish,0
southeast pashai,0
wichí lhamtés vejoz,0
jerung,0
andh,0
yora,0
talondo',0
loup b,0
miyako,0
lakota,0
yidiny,0
mohave,0
banaro,0
samre,0
berbice creole dutch,0
siliput,0
togoyo,0
minaveha,0
chak,0
hamer-banna,0
uma' lasan,0
jewish babylonian aramaic (ca. 200-1200 ce),0
vaghua,0
lawunuia,0
razajerdi,0
koro (india),0
baure,0
kande,0
nugunu (australia),0
kui (india),0
nauna,0
northern oaxaca nahuatl,0
ixcatec,0
simte,0
kyak,0
apinayé,0
tecpatlán totonac,0
tai daeng,0
adnyamathanha,0
northeastern pomo,0
abau,0
middle mongolian,0
gane,0
fa d'ambu,0
embu,0
kamayo,0
gurdjar,0
hmar,0
northern nago,0
imroing,0
nkhumbi,0
awutu,0
shipibo-conibo,0
southern puget sound salish,0
mandandanyi,0
wadjigu,0
bomboli,0
bangime,0
ganglau,0
keder,0
centúúm,0
dâw,0
tai ya,0
malol,0
pinyin,0
san mateo del mar huave,0
silt'e,0
east tarangan,0
tima,0
norn,0
yugul,0
habu,0
remun,0
ipili,0
kantosi,0
kaan,0
toma,0
tzeltal,0
zakhring,0
beothuk,0
phu thai,0
upper kinabatangan,0
sorothaptic,0
arguni,0
sala,0
wawonii,0
tae',0
wambule,0
ani phowa,0
reel,0
kayapó,0
wanggom,0
leti (indonesia),0
silopi,0
kara (tanzania),0
old nubian,0
pak-tong,0
neku,0
jawoyn,0
bakpinka,0
plains miwok,0
southern nisu,0
udi,0
bila,0
matal,0
muak sa-aak,0
godwari,0
santa lucía monteverde mixtec,0
old korean (3rd-9th cent.),0
marrithiyel,0
nauru,0
pwo northern karen,0
semnani,0
massep,0
ha,0
santa teresa cora,0
gnau,0
hértevin,0
girawa,0
munit,0
suki,0
sehwi,0
àhàn,0
kuuku-ya'u,0
abureni,0
izii,0
kungkari,0
scythian,0
kepkiriwát,0
bodo parja,0
sota kanum,0
southern roglai,0
maridan,0
barai,0
semimi,0
delaware,0
arosi,0
cumanagoto,0
birri,0
upper necaxa totonac,0
cowlitz,0
waray (australia),0
ngwaba,0
itelmen,0
nayini,0
dixon reef,0
jurchen,0
stoney,0
kawi,0
bankon,0
magɨ (madang province),0
láadan,0
manumanaw karen,0
bari,0
burusu,0
phupha,0
kapriman,0
cochimi,0
narango,0
western bukidnon manobo,0
mubami,0
bimin,0
diri,0
mapoyo,0
achuar-shiwiar,0
daur,0
mamusi,0
unggumi,0
areba,0
bariai,0
arem,0
eastern frisian,0
bhatri,0
juray,0
hahon,0
dhungaloo,0
neyo,0
nete,0
shanga,0
enxet,0
wano,0
ngatik men's creole,0
gambian wolof,0
biga,0
minjungbal,0
jarai,0
teke-nzikou,0
ancient greek (to 1453),0
ndyuka-trio pidgin,0
gurgula,0
ngulu,0
catawba,0
natanzi,0
simaa,0
tokelau,0
kari,0
kasua,0
angguruk yali,0
rajasthani,0
chigmecatitlán mixtec,0
montol,0
ama (papua new guinea),0
angami naga,0
meskwaki,0
nambo,0
áncá,0
sanglechi,0
central cagayan agta,0
bainouk-samik,0
polari,0
aruá (amazonas state),0
biatah bidayuh,0
molo,0
nafusi,0
puimei naga,0
makolkol,0
bedoanas,0
mudburra,0
yambeta,0
shuswap,0
kuwema,0
nukuria,0
wayana,0
kombio,0
haveke,0
gula'alaa,0
mlabri,0
dupaninan agta,0
ana tinga dogon,0
kur,0
yevanic,0
khiamniungan naga,0
ralte,0
kimki,0
awara,0
kavalan,0
kalaamaya,0
makuri naga,0
ugong,0
heiltsuk,0
teor,0
ejagham,0
abom,0
bangandu,0
lushootseed,0
mundat,0
east makian,0
ligurian (ancient),0
waurá,0
mahongwe,0
eshtehardi,0
karore,0
nyishi,0
south nuaulu,0
carrier,0
geruma,0
hema,0
pai tavytera,0
bundeli,0
uhami,0
rajput garasia,0
xakriabá,0
sirmauri,0
labo phowa,0
tabriak,0
takwane,0
kaburi,0
mundabli,0
yoke,0
bangubangu,0
bisorio,0
djabwurrung,0
chetco,0
lavatbura-lamusong,0
okanagan,0
ega,0
southeastern pomo,0
tsuvadi,0
seberuang,0
obo manobo,0
inpui naga,0
manda (india),0
yuhup,0
sirenik yupik,0
kathu,0
southern ngbandi,0
nisga'a,0
temi,0
rishiwa,0
lanoh,0
amurdak,0
xicotepec de juárez totonac,0
yagomi,0
iduna,0
rongmei naga,0
dacian,0
dewas rai,0
attapady kurumba,0
sakirabiá,0
bodo (india),0
bom-kim,0
mbe',0
bamun,0
keak,0
wè western,0
sonaga,0
kalou,0
yan-nhangu,0
bantoanon,0
amal,0
chug,0
simeulue,0
hittite,0
kobo,0
sarua,0
hwana,0
lele (democratic republic of congo),0
aeka,0
waboda,0
mfumte,0
deccan,0
waigali,0
sakata,0
galatian,0
kuvale,0
dan,0
karankawa,0
kugama,0
jalkunan,0
bidjara,0
bonggo,0
mono (cameroon),0
kumbaran,0
mapudungun,0
southern kisi,0
odual,0
marriammu,0
eyak,0
ashéninka perené,0
arbore,0
pite sami,0
banda-banda,0
bini,0
sokoro,0
bo-ung,0
